hour,minute,day,load,temp
9,51,3,40.9,60.45
9,51,3,9.2,44.6
9,52,3,11.5,45.75
9,52,3,4.8,42.4
9,52,3,6.0,43.0
9,52,3,12.6,46.3
9,52,3,6.6,43.3
9,53,3,6.2,43.1
9,53,3,7.3,43.65
9,53,3,6.4,43.2
9,53,3,15.7,47.85
9,53,3,6.9,43.45
9,54,3,6.9,43.45
9,54,3,11.9,45.95
9,54,3,13.3,46.65
9,54,3,5.8,42.9
9,55,3,5.8,42.9
9,55,3,11.6,45.8
9,55,3,23.2,51.6
9,55,3,9.6,44.8
9,55,3,11.0,45.5
9,56,3,8.4,44.2
9,56,3,11.0,45.5
9,56,3,17.1,48.55
9,56,3,17.1,48.55
9,57,3,9.8,44.9
9,57,3,11.0,45.5
9,57,3,11.6,45.8
9,57,3,10.1,45.05
9,57,3,7.9,43.95
9,58,3,4.5,42.25
9,58,3,5.3,42.65
9,58,3,7.9,43.95
9,58,3,6.6,43.3
9,58,3,7.3,43.65
10,1,3,42.1,61.05
10,1,3,2.6,41.3
10,1,3,2.7,41.35
10,1,3,2.6,41.3
10,1,3,6.2,43.1
10,2,3,3.1,41.55
10,2,3,2.4,41.2
10,2,3,2.1,41.05
10,2,3,3.8,41.9
10,8,3,13.2,46.6
10,8,3,8.9,44.45
10,8,3,10.6,45.3
10,9,3,6.6,43.3
10,9,3,19.9,49.95
10,9,3,13.8,46.9
10,9,3,5.6,42.8
10,9,3,10.5,45.25
10,10,3,7.5,43.75
10,10,3,17.3,48.65
10,10,3,8.7,44.35
10,11,3,7.5,43.75
10,12,3,5.6,42.8
10,12,3,7.0,43.5
10,12,3,12.5,46.25
10,12,3,9.4,44.7
10,12,3,8.4,44.2
10,13,3,52.9,66.45
10,13,3,20.8,50.4
10,13,3,11.5,45.75
10,13,3,8.8,44.4
10,13,3,7.6,43.8
10,14,3,7.5,43.75
10,14,3,17.6,48.8
10,14,3,12.7,46.35
10,14,3,12.8,46.4
10,15,3,18.7,49.35
10,15,3,19.3,49.65
10,15,3,13.8,46.9
10,15,3,10.8,45.4
10,15,3,6.5,43.25
10,16,3,7.9,43.95
10,16,3,9.9,44.95
10,16,3,15.3,47.65
10,16,3,17.1,48.55
10,16,3,10.3,45.15
10,17,3,7.3,43.65
10,17,3,12.6,46.3
10,17,3,9.9,44.95
10,17,3,8.6,44.3
10,17,3,11.0,45.5
10,18,3,8.7,44.35
10,18,3,18.3,49.15
10,18,3,15.2,47.6
10,18,3,17.8,48.9
10,18,3,12.1,46.05
10,19,3,10.3,45.15
10,19,3,8.6,44.3
10,19,3,5.8,42.9
10,19,3,8.3,44.15
10,19,3,5.5,42.75
10,20,3,10.9,45.45
10,20,3,7.0,43.5
10,20,3,8.2,44.1
10,20,3,8.8,44.4
10,20,3,5.4,42.7
10,21,3,7.7,43.85
10,21,3,3.9,41.95
10,21,3,5.3,42.65
10,21,3,6.8,43.4
10,21,3,17.6,48.8
10,22,3,6.1,43.05
10,22,3,10.1,45.05
10,22,3,4.8,42.4
10,22,3,3.5,41.75
10,22,3,5.2,42.6
10,23,3,7.4,43.7
10,23,3,2.8,41.4
10,23,3,5.7,42.85
10,23,3,5.7,42.85
10,23,3,6.7,43.35
10,24,3,5.3,42.65
10,24,3,4.8,42.4
10,24,3,7.7,43.85
10,24,3,6.1,43.05
10,24,3,2.9,41.45
10,25,3,5.6,42.8
10,25,3,6.9,43.45
10,25,3,4.3,42.15
10,25,3,7.2,43.6
10,25,3,7.8,43.9
10,26,3,4.6,42.3
10,26,3,4.7,42.35
10,26,3,7.5,43.75
10,26,3,8.9,44.45
10,26,3,5.6,42.8
10,27,3,6.0,43.0
10,27,3,2.8,41.4
10,27,3,5.7,42.85
10,27,3,8.6,44.3
10,27,3,3.9,41.95
10,28,3,6.5,43.25
10,28,3,7.6,43.8
10,28,3,3.8,41.9
10,28,3,9.4,44.7
10,28,3,5.9,42.95
10,29,3,5.0,42.5
10,29,3,3.9,41.95
10,29,3,7.2,43.6
10,29,3,3.1,41.55
10,29,3,3.9,41.95
10,29,3,2.4,41.2
10,30,3,7.3,43.65
10,30,3,5.6,42.8
10,30,3,4.3,42.15
10,30,3,7.4,43.7
10,30,3,7.8,43.9
10,31,3,3.6,41.8
10,31,3,5.2,42.6
10,31,3,7.6,43.8
10,31,3,5.1,42.55
10,31,3,3.8,41.9
10,32,3,3.3,41.65
10,32,3,7.0,43.5
10,32,3,6.3,43.15
10,32,3,3.8,41.9
10,32,3,63.4,71.7
10,33,3,6.6,43.3
10,33,3,6.0,43.0
10,33,3,4.5,42.25
10,33,3,5.5,42.75
10,33,3,5.9,42.95
10,34,3,6.1,43.05
10,34,3,10.4,45.2
10,34,3,8.5,44.25
10,34,3,5.8,42.9
10,34,3,5.5,42.75
10,35,3,2.9,41.45
10,35,3,5.3,42.65
10,35,3,4.9,42.45
10,35,3,6.0,43.0
10,35,3,3.5,41.75
10,36,3,9.5,44.75
10,36,3,4.7,42.35
10,36,3,4.9,42.45
10,36,3,6.1,43.05
10,36,3,7.7,43.85
10,37,3,12.2,46.1
10,37,3,8.7,44.35
10,37,3,6.4,43.2
10,37,3,5.1,42.55
10,37,3,8.8,44.4
10,37,3,9.7,44.85
10,38,3,17.2,48.6
10,38,3,79.8,79.9
10,38,3,33.4,56.7
10,38,3,7.6,43.8
10,39,3,38.4,59.2
10,39,3,10.2,45.1
10,39,3,8.8,44.4
10,39,3,4.2,42.1
10,40,3,8.2,44.1
10,40,3,8.4,44.2
10,40,3,6.5,43.25
10,40,3,7.8,43.9
10,40,3,5.7,42.85
10,41,3,6.3,43.15
10,41,3,7.9,43.95
10,41,3,4.9,42.45
10,41,3,6.9,43.45
10,41,3,9.4,44.7
10,41,3,12.8,46.4
10,42,3,8.9,44.45
10,42,3,7.9,43.95
10,42,3,15.4,47.7
10,42,3,6.4,43.2
10,42,3,7.8,43.9
10,43,3,5.1,42.55
10,43,3,7.7,43.85
10,43,3,11.6,45.8
10,43,3,8.0,44.0
10,43,3,10.4,45.2
10,44,3,9.4,44.7
10,44,3,13.6,46.8
10,44,3,14.9,47.45
10,44,3,46.8,63.4
10,44,3,31.6,55.8
10,45,3,32.1,56.05
10,45,3,29.2,54.6
10,45,3,25.8,52.9
10,45,3,42.2,61.1
10,45,3,25.1,52.55
10,46,3,17.9,48.95
10,46,3,33.9,56.95
10,46,3,13.9,46.95
10,46,3,23.2,51.6
10,46,3,30.2,55.1
10,47,3,33.3,56.65
10,47,3,11.9,45.95
10,47,3,6.8,43.4
10,47,3,11.9,45.95
10,47,3,8.3,44.15
10,48,3,4.7,42.35
10,48,3,4.9,42.45
10,48,3,14.4,47.2
10,48,3,9.7,44.85
10,48,3,5.6,42.8
10,49,3,10.1,45.05
10,49,3,8.8,44.4
10,49,3,8.1,44.05
10,49,3,6.6,43.3
10,49,3,8.7,44.35
10,50,3,7.6,43.8
10,50,3,11.9,45.95
10,50,3,10.4,45.2
10,50,3,10.7,45.35
10,50,3,8.0,44.0
10,51,3,8.7,44.35
10,51,3,6.9,43.45
10,51,3,8.9,44.45
10,51,3,12.0,46.0
10,51,3,12.9,46.45
10,52,3,7.4,43.7
10,52,3,17.5,48.75
10,52,3,15.8,47.9
10,52,3,5.8,42.9
10,52,3,13.7,46.85
10,53,3,9.0,44.5
10,53,3,10.4,45.2
10,53,3,14.6,47.3
10,53,3,9.6,44.8
10,53,3,14.5,47.25
10,54,3,7.0,43.5
10,54,3,10.1,45.05
10,54,3,12.1,46.05
10,54,3,9.7,44.85
10,54,3,10.2,45.1
10,55,3,7.2,43.6
10,55,3,13.6,46.8
10,55,3,9.2,44.6
10,55,3,12.7,46.35
10,56,3,16.3,48.15
10,56,3,8.0,44.0
10,56,3,18.3,49.15
10,56,3,13.9,46.95
10,56,3,17.4,48.7
10,57,3,18.5,49.25
10,57,3,20.2,50.1
10,57,3,21.1,50.55
10,58,3,9.9,44.95
10,58,3,9.4,44.7
11,2,3,10.3,45.15
11,2,3,6.9,43.45
11,3,3,39.9,59.95
11,3,3,40.8,60.4
11,3,3,11.8,45.9
11,3,3,7.7,43.85
11,4,3,13.9,46.95
11,4,3,12.6,46.3
11,4,3,19.1,49.55
11,4,3,12.9,46.45
11,4,3,7.0,43.5
11,5,3,6.8,43.4
11,5,3,7.3,43.65
11,5,3,11.7,45.85
11,5,3,9.4,44.7
11,5,3,10.7,45.35
11,6,3,16.4,48.2
11,6,3,20.0,50.0
11,6,3,20.0,50.0
11,6,3,24.1,52.05
11,7,3,17.6,48.8
11,7,3,10.6,45.3
11,7,3,10.6,45.3
11,8,3,5.8,42.9
11,8,3,6.1,43.05
11,8,3,9.3,44.65
11,8,3,18.4,49.2
11,9,3,16.6,48.3
11,9,3,15.0,47.5
11,9,3,21.1,50.55
11,9,3,16.0,48.0
11,9,3,9.0,44.5
11,10,3,12.1,46.05
11,10,3,15.9,47.95
11,10,3,20.1,50.05
11,10,3,20.0,50.0
11,10,3,21.8,50.9
11,11,3,18.3,49.15
11,11,3,21.7,50.85
11,11,3,20.9,50.45
11,12,3,6.5,43.25
11,12,3,9.0,44.5
11,13,3,3.7,41.85
11,13,3,6.7,43.35
11,13,3,5.9,42.95
11,13,3,4.5,42.25
11,13,3,5.3,42.65
11,14,3,4.6,42.3
11,14,3,4.8,42.4
11,14,3,7.0,43.5
11,14,3,7.1,43.55
11,14,3,5.2,42.6
11,15,3,9.8,44.9
11,15,3,6.8,43.4
11,15,3,8.2,44.1
11,15,3,9.2,44.6
11,15,3,9.2,44.6
11,16,3,7.5,43.75
11,16,3,4.7,42.35
11,16,3,6.6,43.3
11,16,3,5.4,42.7
11,16,3,6.3,43.15
11,17,3,8.9,44.45
11,17,3,5.6,42.8
11,17,3,3.2,41.6
11,17,3,4.3,42.15
11,17,3,8.7,44.35
11,18,3,4.3,42.15
11,18,3,6.5,43.25
11,18,3,3.3,41.65
11,18,3,9.5,44.75
11,18,3,6.6,43.3
11,19,3,5.1,42.55
11,19,3,4.1,42.05
11,19,3,4.8,42.4
11,19,3,4.6,42.3
11,19,3,4.4,42.2
11,20,3,7.3,43.65
11,20,3,4.7,42.35
11,20,3,100.0,90.0
11,20,3,9.2,44.6
11,21,3,8.0,44.0
11,21,3,7.6,43.8
11,21,3,17.7,48.85
11,21,3,16.8,48.4
11,22,3,16.4,48.2
11,22,3,15.8,47.9
11,22,3,10.2,45.1
11,22,3,8.0,44.0
11,22,3,6.3,43.15
11,23,3,13.4,46.7
11,23,3,8.6,44.3
11,23,3,10.0,45.0
11,23,3,10.5,45.25
11,24,3,18.4,49.2
11,24,3,11.3,45.65
11,24,3,10.4,45.2
11,24,3,12.7,46.35
11,25,3,10.6,45.3
11,25,3,10.6,45.3
11,25,3,6.5,43.25
11,25,3,8.5,44.25
11,25,3,12.8,46.4
11,26,3,10.1,45.05
11,26,3,11.2,45.6
11,26,3,4.7,42.35
11,26,3,9.2,44.6
11,27,3,4.4,42.2
11,27,3,7.9,43.95
11,27,3,8.5,44.25
11,27,3,6.3,43.15
11,27,3,5.5,42.75
11,28,3,3.4,41.7
11,28,3,8.6,44.3
11,28,3,6.4,43.2
11,28,3,6.2,43.1
11,29,3,4.3,42.15
11,29,3,5.0,42.5
11,29,3,3.9,41.95
11,29,3,7.2,43.6
11,29,3,7.3,43.65
11,30,3,5.6,42.8
11,30,3,11.8,45.9
11,30,3,5.3,42.65
11,30,3,7.1,43.55
11,31,3,7.0,43.5
11,31,3,6.7,43.35
11,31,3,9.8,44.9
11,31,3,8.2,44.1
11,31,3,7.5,43.75
11,32,3,7.8,43.9
11,32,3,12.4,46.2
11,32,3,12.5,46.25
11,32,3,8.5,44.25
11,33,3,12.4,46.2
11,33,3,3.5,41.75
11,33,3,6.0,43.0
11,33,3,6.4,43.2
11,34,3,7.3,43.65
11,34,3,13.8,46.9
11,34,3,4.2,42.1
11,34,3,5.0,42.5
11,34,3,9.3,44.65
11,35,3,7.1,43.55
11,35,3,7.9,43.95
11,35,3,7.0,43.5
11,35,3,5.3,42.65
11,36,3,9.4,44.7
11,36,3,22.0,51.0
11,36,3,11.2,45.6
11,36,3,9.5,44.75
11,36,3,9.3,44.65
11,37,3,12.5,46.25
11,37,3,6.7,43.35
11,37,3,13.0,46.5
11,37,3,8.0,44.0
11,38,3,9.0,44.5
11,38,3,8.9,44.45
11,38,3,7.2,43.6
11,38,3,4.7,42.35
11,39,3,7.0,43.5
11,39,3,15.5,47.75
11,39,3,5.7,42.85
11,39,3,16.5,48.25
11,39,3,13.6,46.8
11,40,3,13.1,46.55
11,40,3,5.1,42.55
11,40,3,5.7,42.85
11,40,3,18.7,49.35
11,41,3,8.9,44.45
11,41,3,16.3,48.15
11,41,3,17.0,48.5
11,41,3,9.3,44.65
11,42,3,5.5,42.75
11,42,3,3.6,41.8
11,42,3,8.2,44.1
11,42,3,9.9,44.95
11,42,3,8.0,44.0
11,43,3,6.1,43.05
11,43,3,4.5,42.25
11,43,3,6.8,43.4
11,43,3,7.5,43.75
11,44,3,10.0,45.0
11,44,3,10.6,45.3
11,44,3,6.6,43.3
11,44,3,6.7,43.35
11,44,3,9.8,44.9
11,45,3,12.8,46.4
11,45,3,3.9,41.95
11,45,3,7.7,43.85
11,45,3,6.1,43.05
11,46,3,7.3,43.65
11,46,3,6.4,43.2
11,46,3,17.3,48.65
11,46,3,5.8,42.9
11,47,3,4.9,42.45
11,47,3,5.3,42.65
11,47,3,10.2,45.1
11,47,3,6.0,43.0
11,47,3,11.6,45.8
11,48,3,7.6,43.8
11,48,3,5.2,42.6
11,48,3,5.8,42.9
11,48,3,7.6,43.8
11,49,3,10.5,45.25
11,49,3,5.8,42.9
11,49,3,3.2,41.6
11,49,3,9.0,44.5
11,49,3,4.6,42.3
11,50,3,5.9,42.95
11,50,3,6.9,43.45
11,50,3,8.7,44.35
11,50,3,4.6,42.3
11,51,3,5.5,42.75
11,51,3,4.3,42.15
11,51,3,4.2,42.1
11,51,3,3.6,41.8
11,51,3,3.9,41.95
11,52,3,4.4,42.2
11,52,3,7.9,43.95
11,52,3,9.1,44.55
11,52,3,11.1,45.55
11,52,3,8.6,44.3
11,53,3,9.0,44.5
11,53,3,10.2,45.1
11,53,3,10.5,45.25
11,53,3,4.3,42.15
11,53,3,5.8,42.9
11,54,3,4.2,42.1
11,54,3,6.1,43.05
11,54,3,7.5,43.75
11,54,3,4.6,42.3
11,54,3,4.7,42.35
11,55,3,7.6,43.8
11,55,3,5.4,42.7
11,55,3,4.5,42.25
11,55,3,22.9,51.45
11,55,3,17.1,48.55
11,56,3,14.6,47.3
11,56,3,16.4,48.2
11,56,3,12.8,46.4
11,56,3,5.6,42.8
11,56,3,5.8,42.9
11,57,3,6.4,43.2
11,57,3,7.6,43.8
11,57,3,10.1,45.05
11,57,3,29.4,54.7
11,57,3,8.7,44.35
11,58,3,5.7,42.85
11,58,3,10.1,45.05
11,58,3,15.3,47.65
11,58,3,12.8,46.4
11,58,3,6.2,43.1
11,59,3,12.0,46.0
11,59,3,7.2,43.6
11,59,3,15.3,47.65
11,59,3,10.5,45.25
11,59,3,10.3,45.15
12,0,3,10.3,45.15
12,0,3,6.8,43.4
12,0,3,14.8,47.4
12,0,3,11.5,45.75
12,0,3,8.7,44.35
12,1,3,14.2,47.1
12,1,3,15.5,47.75
12,1,3,23.3,51.65
12,1,3,35.6,57.8
12,2,3,11.4,45.7
12,2,3,13.0,46.5
12,2,3,8.2,44.1
12,2,3,6.0,43.0
12,2,3,13.8,46.9
12,3,3,7.4,43.7
12,3,3,7.5,43.75
12,3,3,9.5,44.75
12,3,3,6.3,43.15
12,3,3,2.8,41.4
12,4,3,2.2,41.1
12,4,3,4.0,42.0
12,4,3,4.5,42.25
12,4,3,4.0,42.0
12,4,3,7.3,43.65
12,5,3,4.8,42.4
12,5,3,5.9,42.95
12,5,3,3.9,41.95
12,5,3,4.8,42.4
12,5,3,5.5,42.75
12,6,3,5.7,42.85
12,6,3,7.4,43.7
12,6,3,7.1,43.55
12,6,3,7.1,43.55
12,6,3,6.3,43.15
12,7,3,8.1,44.05
12,7,3,6.0,43.0
12,7,3,9.4,44.7
12,7,3,5.2,42.6
12,7,3,3.2,41.6
12,8,3,12.3,46.15
12,8,3,7.1,43.55
12,8,3,5.6,42.8
12,8,3,7.7,43.85
12,8,3,6.9,43.45
12,9,3,7.0,43.5
12,9,3,8.1,44.05
12,9,3,6.6,43.3
12,9,3,6.7,43.35
12,9,3,5.8,42.9
12,10,3,6.1,43.05
12,10,3,5.0,42.5
12,10,3,3.1,41.55
12,10,3,7.7,43.85
12,10,3,4.1,42.05
12,11,3,6.6,43.3
12,11,3,5.8,42.9
12,11,3,6.3,43.15
12,11,3,6.2,43.1
12,11,3,3.5,41.75
12,12,3,6.4,43.2
12,12,3,3.6,41.8
12,12,3,10.7,45.35
12,12,3,6.4,43.2
12,12,3,3.7,41.85
12,13,3,6.6,43.3
12,13,3,10.7,45.35
12,13,3,6.1,43.05
12,13,3,3.9,41.95
12,13,3,9.1,44.55
12,14,3,4.4,42.2
12,14,3,7.3,43.65
12,14,3,8.4,44.2
12,14,3,9.4,44.7
12,14,3,4.2,42.1
12,15,3,6.2,43.1
12,15,3,4.7,42.35
12,15,3,7.1,43.55
12,15,3,6.8,43.4
12,15,3,4.0,42.0
12,16,3,3.4,41.7
12,16,3,5.4,42.7
12,16,3,5.0,42.5
12,16,3,8.6,44.3
12,16,3,4.7,42.35
12,17,3,4.9,42.45
12,17,3,5.1,42.55
12,17,3,6.3,43.15
12,17,3,4.1,42.05
12,17,3,6.0,43.0
12,18,3,11.3,45.65
12,18,3,11.9,45.95
12,18,3,9.7,44.85
12,18,3,7.4,43.7
12,18,3,6.6,43.3
12,19,3,9.6,44.8
12,19,3,4.8,42.4
12,19,3,5.0,42.5
12,19,3,9.9,44.95
12,19,3,6.3,43.15
12,20,3,5.5,42.75
12,20,3,7.4,43.7
12,20,3,5.5,42.75
12,20,3,7.4,43.7
12,20,3,8.0,44.0
12,21,3,5.5,42.75
12,21,3,8.3,44.15
12,21,3,7.0,43.5
12,21,3,4.6,42.3
12,21,3,10.5,45.25
12,22,3,3.4,41.7
12,22,3,4.2,42.1
12,22,3,6.2,43.1
12,22,3,8.0,44.0
12,22,3,4.9,42.45
12,23,3,4.7,42.35
12,23,3,21.1,50.55
12,23,3,4.8,42.4
12,23,3,7.5,43.75
12,23,3,4.0,42.0
12,24,3,3.8,41.9
12,24,3,7.1,43.55
12,24,3,7.9,43.95
12,24,3,100.0,90.0
12,25,3,76.9,78.45
12,25,3,4.1,42.05
12,25,3,4.3,42.15
12,26,3,6.4,43.2
12,26,3,4.9,42.45
12,26,3,5.1,42.55
12,26,3,5.2,42.6
12,26,3,8.1,44.05
12,27,3,6.7,43.35
12,27,3,5.7,42.85
12,27,3,4.8,42.4
12,27,3,3.2,41.6
12,27,3,6.7,43.35
12,28,3,10.1,45.05
12,28,3,6.4,43.2
12,28,3,9.4,44.7
12,28,3,3.0,41.5
12,28,3,5.1,42.55
12,29,3,5.5,42.75
12,29,3,3.3,41.65
12,29,3,4.2,42.1
12,29,3,6.5,43.25
12,29,3,3.6,41.8
12,30,3,3.2,41.6
12,30,3,4.6,42.3
12,30,3,4.9,42.45
12,30,3,3.1,41.55
12,30,3,6.2,43.1
12,31,3,5.5,42.75
12,31,3,3.3,41.65
12,31,3,9.6,44.8
12,31,3,3.8,41.9
12,31,3,4.9,42.45
12,32,3,6.3,43.15
12,32,3,3.2,41.6
12,32,3,5.0,42.5
12,32,3,5.3,42.65
12,32,3,3.9,41.95
12,33,3,6.5,43.25
12,33,3,6.0,43.0
12,33,3,3.7,41.85
12,33,3,3.5,41.75
12,33,3,6.2,43.1
12,34,3,6.8,43.4
12,34,3,2.8,41.4
12,34,3,7.3,43.65
12,34,3,3.4,41.7
12,34,3,4.8,42.4
12,35,3,5.1,42.55
12,35,3,2.9,41.45
12,35,3,4.9,42.45
12,35,3,6.2,43.1
12,35,3,7.8,43.9
12,36,3,4.5,42.25
12,36,3,7.4,43.7
12,36,3,5.0,42.5
12,36,3,5.0,42.5
12,36,3,11.0,45.5
12,37,3,3.7,41.85
12,37,3,4.9,42.45
12,37,3,7.4,43.7
12,37,3,11.1,45.55
12,37,3,5.8,42.9
12,38,3,8.1,44.05
12,38,3,6.7,43.35
12,38,3,6.2,43.1
12,38,3,6.7,43.35
12,38,3,4.6,42.3
12,39,3,4.7,42.35
12,39,3,6.2,43.1
12,39,3,4.0,42.0
12,39,3,5.9,42.95
12,39,3,6.5,43.25
12,40,3,6.4,43.2
12,40,3,3.6,41.8
12,40,3,10.1,45.05
12,40,3,7.5,43.75
12,40,3,3.7,41.85
12,41,3,7.1,43.55
12,41,3,5.7,42.85
12,41,3,6.9,43.45
12,41,3,8.1,44.05
12,41,3,5.0,42.5
12,42,3,6.2,43.1
12,42,3,6.7,43.35
12,42,3,3.5,41.75
12,42,3,4.1,42.05
12,42,3,6.2,43.1
12,43,3,4.6,42.3
12,43,3,4.6,42.3
12,43,3,2.6,41.3
12,43,3,4.7,42.35
12,43,3,7.8,43.9
12,44,3,6.0,43.0
12,44,3,7.3,43.65
12,44,3,3.9,41.95
12,44,3,4.1,42.05
12,44,3,4.4,42.2
12,45,3,5.7,42.85
12,45,3,5.4,42.7
12,45,3,6.4,43.2
12,45,3,3.8,41.9
12,45,3,8.9,44.45
12,46,3,3.3,41.65
12,46,3,5.2,42.6
12,46,3,7.4,43.7
12,46,3,7.8,43.9
12,46,3,8.5,44.25
12,47,3,8.4,44.2
12,47,3,9.1,44.55
12,47,3,3.2,41.6
12,47,3,10.2,45.1
12,47,3,9.1,44.55
12,48,3,4.6,42.3
12,48,3,7.2,43.6
12,48,3,3.6,41.8
12,48,3,3.2,41.6
12,48,3,9.9,44.95
12,49,3,6.6,43.3
12,49,3,4.4,42.2
12,49,3,6.8,43.4
12,49,3,4.6,42.3
12,49,3,4.9,42.45
12,50,3,8.0,44.0
12,50,3,6.4,43.2
12,50,3,4.9,42.45
12,50,3,6.7,43.35
12,50,3,5.6,42.8
12,51,3,6.3,43.15
12,51,3,4.5,42.25
12,51,3,4.0,42.0
12,51,3,9.3,44.65
12,51,3,5.8,42.9
12,52,3,3.5,41.75
12,52,3,8.0,44.0
12,52,3,4.1,42.05
12,52,3,10.2,45.1
12,52,3,37.6,58.8
12,53,3,37.8,58.9
12,53,3,8.7,44.35
12,54,3,77.6,78.8
12,54,3,6.5,43.25
12,54,3,7.5,43.75
12,54,3,5.1,42.55
12,54,3,4.6,42.3
12,55,3,4.5,42.25
12,55,3,6.3,43.15
12,55,3,3.5,41.75
12,55,3,4.6,42.3
12,55,3,7.1,43.55
12,56,3,4.2,42.1
12,56,3,6.6,43.3
12,56,3,5.6,42.8
12,56,3,4.5,42.25
12,56,3,7.8,43.9
12,57,3,5.7,42.85
12,57,3,3.6,41.8
12,57,3,6.1,43.05
12,57,3,6.7,43.35
12,57,3,7.7,43.85
12,58,3,6.4,43.2
12,58,3,6.8,43.4
12,58,3,4.0,42.0
12,58,3,12.4,46.2
12,58,3,18.6,49.3
12,59,3,9.7,44.85
12,59,3,9.1,44.55
12,59,3,6.2,43.1
12,59,3,100.0,90.0
13,0,3,20.4,50.2
13,0,3,5.6,42.8
13,0,3,11.4,45.7
13,0,3,4.5,42.25
13,0,3,4.7,42.35
13,1,3,6.7,43.35
13,1,3,4.7,42.35
13,1,3,13.2,46.6
13,1,3,5.4,42.7
13,1,3,5.0,42.5
13,2,3,11.5,45.75
13,2,3,7.0,43.5
13,2,3,7.0,43.5
13,2,3,4.3,42.15
13,2,3,100.0,90.0
13,3,3,5.9,42.95
13,3,3,3.9,41.95
13,3,3,8.1,44.05
13,4,3,6.7,43.35
13,4,3,4.6,42.3
13,4,3,100.0,90.0
13,4,3,5.2,42.6
13,4,3,4.1,42.05
13,5,3,5.6,42.8
13,5,3,4.5,42.25
13,5,3,3.8,41.9
13,5,3,6.7,43.35
13,6,3,100.0,90.0
13,6,3,8.6,44.3
13,6,3,6.5,43.25
13,6,3,22.0,51.0
13,7,3,6.5,43.25
13,7,3,4.9,42.45
13,7,3,6.2,43.1
13,7,3,7.7,43.85
13,7,3,5.5,42.75
13,8,3,11.0,45.5
13,8,3,8.6,44.3
13,8,3,13.0,46.5
13,8,3,9.5,44.75
13,8,3,9.9,44.95
13,9,3,11.4,45.7
13,9,3,7.8,43.9
13,9,3,17.1,48.55
13,9,3,10.4,45.2
13,9,3,11.9,45.95
13,10,3,8.9,44.45
13,10,3,11.9,45.95
13,10,3,8.4,44.2
13,10,3,10.4,45.2
13,10,3,9.7,44.85
13,11,3,8.8,44.4
13,11,3,8.7,44.35
13,11,3,5.3,42.65
13,11,3,8.7,44.35
13,12,3,6.3,43.15
13,12,3,5.2,42.6
13,12,3,7.0,43.5
13,12,3,11.5,45.75
13,12,3,8.7,44.35
13,13,3,7.3,43.65
13,13,3,7.9,43.95
13,13,3,5.4,42.7
13,13,3,8.5,44.25
13,13,3,7.1,43.55
13,14,3,10.7,45.35
13,14,3,8.7,44.35
13,14,3,7.9,43.95
13,14,3,9.5,44.75
13,14,3,7.2,43.6
13,15,3,10.8,45.4
13,15,3,7.9,43.95
13,15,3,11.9,45.95
13,15,3,7.0,43.5
13,16,3,8.5,44.25
13,16,3,5.8,42.9
13,16,3,5.7,42.85
13,16,3,8.8,44.4
13,16,3,11.7,45.85
13,17,3,7.1,43.55
13,17,3,5.3,42.65
13,17,3,5.7,42.85
13,17,3,5.6,42.8
13,17,3,7.8,43.9
13,18,3,11.8,45.9
13,18,3,6.0,43.0
13,18,3,10.9,45.45
13,18,3,4.6,42.3
13,18,3,6.0,43.0
13,19,3,10.8,45.4
13,19,3,4.9,42.45
13,19,3,6.1,43.05
13,19,3,6.2,43.1
13,19,3,7.6,43.8
13,20,3,7.1,43.55
13,20,3,5.6,42.8
13,20,3,6.8,43.4
13,20,3,9.6,44.8
13,20,3,6.3,43.15
13,21,3,6.3,43.15
13,21,3,10.4,45.2
13,21,3,7.2,43.6
13,21,3,7.3,43.65
13,21,3,7.2,43.6
13,22,3,6.2,43.1
13,22,3,10.1,45.05
13,22,3,5.7,42.85
13,22,3,6.9,43.45
13,22,3,8.5,44.25
13,23,3,6.5,43.25
13,23,3,6.9,43.45
13,23,3,9.9,44.95
13,23,3,5.2,42.6
13,23,3,8.5,44.25
13,24,3,9.7,44.85
13,24,3,3.5,41.75
13,24,3,7.7,43.85
13,24,3,7.0,43.5
13,24,3,4.5,42.25
13,25,3,6.9,43.45
13,25,3,5.7,42.85
13,25,3,8.6,44.3
13,25,3,6.0,43.0
13,25,3,8.9,44.45
13,26,3,12.2,46.1
13,26,3,9.0,44.5
13,26,3,7.1,43.55
13,26,3,10.0,45.0
13,26,3,6.8,43.4
13,27,3,9.7,44.85
13,27,3,7.2,43.6
13,27,3,8.7,44.35
13,27,3,10.0,45.0
13,28,3,5.8,42.9
13,28,3,10.1,45.05
13,28,3,8.4,44.2
13,28,3,6.6,43.3
13,28,3,8.7,44.35
13,29,3,12.1,46.05
13,29,3,19.4,49.7
13,29,3,18.8,49.4
13,29,3,12.7,46.35
13,30,3,20.2,50.1
13,30,3,13.6,46.8
13,30,3,10.9,45.45
13,30,3,12.4,46.2
13,30,3,11.7,45.85
13,31,3,15.2,47.6
13,31,3,10.6,45.3
13,31,3,15.1,47.55
13,31,3,14.4,47.2
13,32,3,17.6,48.8
13,32,3,11.7,45.85
13,32,3,25.1,52.55
13,32,3,17.2,48.6
13,33,3,12.6,46.3
13,33,3,12.5,46.25
13,33,3,9.2,44.6
13,33,3,12.1,46.05
13,34,3,12.3,46.15
13,34,3,14.2,47.1
13,34,3,8.4,44.2
13,34,3,13.6,46.8
13,35,3,19.0,49.5
